idaction;ID_SituD;ID_Dommage;ID_Mesure;Unité;Service;Site;Numéro;Risque;Situation dangereuse;Dommage;Statut;Responsable;Priorité finale;État;Mesure;Mention Spéciale;Périodicité;Prochain contrôle;N_pdf;Retour d'action
581;300;120;584;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;7;Risque explosion;Explosions suite à un incendie ou une fuite de gaz (O2 médical);Brûlures/blessures...;En cours;GUY.F- LE GUILLOU.R;P3;Existante;Information, exercices incendie réguliers.;;Aucune;;;
582;172;121;347;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;7;Risque explosion;"Explosion dû au stockage de munitions à bord (arme à feu).";Brûlures/blessures et sauvegarde du navire;En cours;GUY.F- LE GUILLOU.R;P3;Existante;Conditionnement en armoire forte noyable.;;Aucune;;;
583;301;120;350;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;7;Risque explosion;Court circuit sur circuit autonome (batteries entre deux pôles), très faible dégagement d’hydrogène lors de la charge.;Brûlures/blessures...;En cours;GUY.F- LE GUILLOU.R;P3;Existante;"Batterie :
- Maintient des portes (local batteries) fermées,
- ne pas porter d’éléments conducteurs (bracelet, montre, bague..)
- laisser reposer après la charge avant transport,
- charge dans un local suffisamment ventilé (voir norme et recommandations fabricant, FDS),
- outils de connections isolés (clefs, tournevis).";;Aucune;;;
584;301;120;585;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;7;Risque explosion;Court circuit sur circuit autonome (batteries entre deux pôles), très faible dégagement d’hydrogène lors de la charge.;Brûlures/blessures...;A contrôler;GUY.F- LE GUILLOU.R;P3;A proposer;"Opérations possibles sur batteries/accus par un chargé d'intervention (BR) :
- Connexion/déconnexion circuit ouvert (hors charge),
- Manutention uniquement bornes protégées contre les contacts direct.";;Aucune;;;
585;173;11;349;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;8;Risque Incendie;"Utilisation de produits inflammables, travail par points chaud lors de travaux d'entretien et maintenance (soudage, meulage, piquage, incendie salle des machines).";Brûlures légères à graves, dommages, lésions, décés.;En cours;GUY.F- LE GUILLOU.R;P2;Existante;"- Respect et maintien de la conformité incendie, information, respect des consignes.
- Remplir un permis de travail dangereux.
- Extincteur à proximité.
- Entraînement à la lutte contre le feu (exercice incendie).";;Aucune;;;
586;174;11;586;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;8;Risque Incendie;"Court-circuit sur installation électrique, circuit autonome des batteries (accumulateurs à gel étanche) entre deux pôles, peu de dégagement d’hydrogène lors de la charge.
- Défaillance des équipements ou des intallations électriques.";Brûlures légères à graves, dommages, lésions, décés.;En cours;GUY.F- LE GUILLOU.R;P3;Existante;"- Ne pas porter d’éléments conducteurs (bracelet, montre, bague..),
- Charge dans un local suffisamment ventilé,
- Outils de connections isolés (clefs, tournevis).
- Vérification visuelle de l’état du matériel électrique (ex :prolongateurs) avant usage, signalement de l’état du matériel endommagé à la hiérarchie et remplacement.
- Acquisition de matériel conforme à la norme en vigueur, respect de la puissance maximale indiquée sur les prolongateurs et multiprises.
- Maintenance périodique des installations électriques.
- Maintient des portes des tableaux et coffrets en position fermée.";;Aucune;;;
587;174;11;585;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;8;Risque Incendie;"Court-circuit sur installation électrique, circuit autonome des batteries (accumulateurs à gel étanche) entre deux pôles, peu de dégagement d’hydrogène lors de la charge.
- Défaillance des équipements ou des intallations électriques.";Brûlures légères à graves, dommages, lésions, décés.;A contrôler;GUY.F- LE GUILLOU.R;P3;A proposer;"Opérations possibles sur batteries/accus par un chargé d'intervention (BR) :
- Connexion/déconnexion circuit ouvert (hors charge),
- Manutention uniquement bornes protégées contre les contacts direct.";;Aucune;;;
588;302;26;587;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;9;Risque Rayonnement Optiques Artificiels: DEL/Eclairage à forte luminance/Laser;Projecteurs LED ponts à forte luminance.;Conséquences d'un éblouissement (chute, trébuchement, manque de vigilance temporaire...);En cours;GUY.F- LE GUILLOU.R;P3;Existante;Réglettes d'éclairage intermédiaires (indirectes) installées en parties basses sur ponts. ;;Aucune;;;
589;175;122;352;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;10;Risque lié à l'utilisation de produits pyrotechniques;Utilisation lance amarres, signaux de détresse.;Brûlures, lésions graves à légères.;En cours;GUY.F- LE GUILLOU.R;P3;Existante;Suivi du stock et enlèvement fusées périmées, information, respect des consignes, port des EPI.;;Aucune;;;
590;175;122;589;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;10;Risque lié à l'utilisation de produits pyrotechniques;Utilisation lance amarres, signaux de détresse.;Brûlures, lésions graves à légères.;A planifier;GUY.F- LE GUILLOU.R;P3;A proposer;Choix du fournisseur incluant le reçyclage des fusées périmées;;Aucune;;;
591;176;123;354;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;11;Risque lié à la manipulation d'outils;Lors de la préparation des repas (ustensiles de cuisine dangereux, tranchants).;Coupures, lésions.;En cours;GUY.F- LE GUILLOU.R;P3;Existante;"- Respect des consignes, port d’EPI.
- Utilisation des systèmes anti-roulis.";;Aucune;;;
592;177;124;590;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;11;Risque lié à la manipulation d'outils;Lors de l’utilisation d’armes à feu sur stand de tir agréé sous convention.;"Dommages liés au maniement des armes : brûlures, blessure par balle, lésion oculaires, décès.";En cours;GUY.F- LE GUILLOU.R;P3;Existante;Information, respect de la note tchnique du 6 septembre 2019 relative à l'armement au sein des unités du dispositif de surveillance et de contrôle des affaires maritimes, port des EPI.;;Aucune;;;
593;303;125;452;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;11;Risque lié à la manipulation d'outils;Lors de l'utilisation d'outil manuel ou électroportatif pour les travaux d'entretien, maintenance pont et machine.;Coupures, contusions, écrasement, lésion de la peau, atteintes oculaires.;En cours;GUY.F- LE GUILLOU.R;P3;Existante;"Port des EPI recommandés sur les notices fabricants, respect des consignes d’utilisation.";;Aucune;;;
594;303;125;356;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;11;Risque lié à la manipulation d'outils;Lors de l'utilisation d'outil manuel ou électroportatif pour les travaux d'entretien, maintenance pont et machine.;Coupures, contusions, écrasement, lésion de la peau, atteintes oculaires.;A contrôler;GUY.F- LE GUILLOU.R;P3;A proposer;Proposition de lunettes de protection à correction de vue.;;Aucune;;;
598;179;19;357;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;13;Risque lié aux fluides et équipements sous-pression ;"Lors de l’utilisation du nettoyeur haute pression";Lésions corporelles, superficielles ou profondes. ;En cours;GUY.F- LE GUILLOU.R;P3;Existante;"Port des EPI recommandés sur les notices fabricants, respect des consignes.";;Aucune;;;
599;179;19;592;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;13;Risque lié aux fluides et équipements sous-pression ;"Lors de l’utilisation du nettoyeur haute pression";Lésions corporelles, superficielles ou profondes. ;A contrôler;GUY.F- LE GUILLOU.R;P3;A proposer;Une notice de poste par machine est recommandée.;;Aucune;;;
600;180;19;359;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;13;Risque lié aux fluides et équipements sous-pression ;"Lors du travail ou des rondes en salle des machines, bossoir, rupture de tuyauterie (huile ou eau des moteurs) sous pression.";Lésions corporelles, superficielles ou profondes. ;En cours;GUY.F- LE GUILLOU.R;P3;Existante;Information, respect des consignes, port des EPI, surveillance de l’état du matériel.;;Aucune;;;
601;2;1;11;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;14;Risque lié aux gestes répétitifs;SANS OBJET;SANS OBJET;-1;0;0;Existante;AUCUNE / SANS OBJET;;Aucune;;;
602;181;126;360;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;15;Risque lié aux postures de travail;"Mouvements répétés et parfois violents du navire/annexe imposés par les mouvements de la mer : roulis ou tangage";"Douleurs musculaires, lombalgies, traumatismes articulaires (genoux, hanches).";En cours;GUY.F- LE GUILLOU.R;P3;Existante;"- Adapter autant que faire se peut, la vitesse et la route du navire/annexe.
- Fauteuils ""suspendus""en passerelle.";;Aucune;;;
603;182;127;361;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;15;Risque lié aux postures de travail;Lors de travaux d'entretien, maintenance, maniement de charges, risque de mauvaise posture.;Douleurs dorso-lombaire, tendinites, maladies professionnelle.;En cours;GUY.F- LE GUILLOU.R;P3;Existante;Information sur le risque.;;Aucune;;;
604;182;127;593;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;15;Risque lié aux postures de travail;Lors de travaux d'entretien, maintenance, maniement de charges, risque de mauvaise posture.;Douleurs dorso-lombaire, tendinites, maladies professionnelle.;A contrôler;GUY.F- LE GUILLOU.R;P3;A proposer;Au besoin dotation en harnais de force (prévention protection lombaires) voir avec le CP.;;Aucune;;;
605;304;128;594;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;16;Risque lié aux rayonnements ionisants et non ionisants (électromagnétiques);Exposition accidentelle aux rayonnements électromagnétiques du radar sur le toit de la timonerie ou dans la mâture.;Possibilité d’effets à long terme et aléatoires.;En cours;GUY.F- LE GUILLOU.R;P3;Existante;Radar stoppées avant accès sur le toit de la timonerie;;Aucune;;;
607;184;130;365;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;17;Risque manutention manuelle;"Port de charges diverses lors de travaux d'entretien, maintenance, avitaillement (bidons d’huiles, etc..).";"Douleurs dorso-lombaire, tendinites, contusions, coincement, écrasement.";En cours;GUY.F- LE GUILLOU.R;P3;Existante;"- Information, respect des consignes, port des EPI.
- Fractionnement des charges dans la mesure du possible.";;Aucune;;;
608;184;130;595;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;17;Risque manutention manuelle;"Port de charges diverses lors de travaux d'entretien, maintenance, avitaillement (bidons d’huiles, etc..).";"Douleurs dorso-lombaire, tendinites, contusions, coincement, écrasement.";A planifier;GUY.F- LE GUILLOU.R;P3;A proposer;"- Etude du conditionnement à la commande. 
- Au besoin dotation en harnais de force (prévention protection lombaires) voir avec le CP.";;Aucune;;;
609;185;198;596;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;17;Risque manutention manuelle;"Amarrage/largage : manutention des aussières.";Douleurs dorso-lombaire, coincement, écrasement, entraînement accidentel.;En cours;GUY.F- LE GUILLOU.R;P2;Existante;Information, respect des consignes (surveillance mutuelle), port des EPI;;Aucune;;;
610;185;198;593;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;17;Risque manutention manuelle;"Amarrage/largage : manutention des aussières.";Douleurs dorso-lombaire, coincement, écrasement, entraînement accidentel.;A contrôler;GUY.F- LE GUILLOU.R;P2;A proposer;Au besoin dotation en harnais de force (prévention protection lombaires) voir avec le CP.;;Aucune;;;
611;186;129;598;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;17;Risque manutention manuelle;Mouillage/relevage de l'ancre.;Coincement, écrasement, entraînement accidentel, projection de poussière dans les yeux.;En cours;GUY.F- LE GUILLOU.R;P3;Existante;Information, respect des consignes, port des EPI.;;Aucune;;;
613;187;131;597;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;17;Risque manutention manuelle;Remorquage/ prise de remorque. ;Douleurs dorso-lombaire, coincement, écrasement, entraînement accidentel. Heurt du fait de la rupture de la remorque;En cours;GUY.F- LE GUILLOU.R;P3;Existante;Information, respect des consignes, port des EPI. Ligne de vie et harnais par mauvaise conditions météo.;;Aucune;;;
615;188;199;598;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;17;Risque manutention manuelle;"Manipulation des caisses de poissons lors des contrôles.";Douleurs dorso-lombaire, contusions, coincement, écrasement.;En cours;GUY.F- LE GUILLOU.R;P3;Existante;Information, respect des consignes, port des EPI.;;Aucune;;;
616;188;199;593;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;17;Risque manutention manuelle;"Manipulation des caisses de poissons lors des contrôles.";Douleurs dorso-lombaire, contusions, coincement, écrasement.;A contrôler;GUY.F- LE GUILLOU.R;P3;A proposer;Au besoin dotation en harnais de force (prévention protection lombaires) voir avec le CP.;;Aucune;;;
619;190;132;598;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;18;Risque manutention mécanique et au levage;"Mise à l'eau / embarquement de l'annexe.";Tous dommages liés au heurt par une masse en mouvement (annexe, grue, croc);En cours;GUY.F- LE GUILLOU.R;P2;Existante;Information, respect des consignes, port des EPI.;;Aucune;;;
621;305;133;598;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;18;Risque manutention mécanique et au levage;Débarquement, embarquement radeaux de suivie.;"Ecchymose, fractures, traumatismes crâniens, séquelles pouvant être importantes.";En cours;GUY.F- LE GUILLOU.R;P3;Existante;Information, respect des consignes, port des EPI.;;Aucune;;;
623;192;134;599;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;18;Risque manutention mécanique et au levage;"Risques de collision avec un engin de manutention lors des contrôles sur les navires (panneau chalutiers, chariot élévateurs) ou les structures à terre.";Tous dommages liés au heurt par une masse en mouvement.;En cours;GUY.F- LE GUILLOU.R;P2;Existante;Information, respect des consignes, vigilance, port des EPI.;;Aucune;;;
624;193;199;377;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;19;Risque mécanique;Virage des engins de pêche avec vire filet.;Douleurs dorso-lombaire, contusions, coincement, écrasement.;En cours;GUY.F- LE GUILLOU.R;P3;Existante;"- Information, respect des consignes, port des EPI.
- Surveillance mutuelle.";;Aucune;;;
625;194;135;378;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;19;Risque mécanique;Lors de rondes ou travail en salle des machines.;"Entraînement accidentel par pièces mobiles des moteurs (courroie, arbre d’entraînement…), écrasement.";En cours;GUY.F- LE GUILLOU.R;P3;Existante;"Protection des organes en mouvement par des carters (dispositifs de protection) et vigilance.";;Aucune;;;
627;306;96;600;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;20;Risque d'asphyxie;Opérations de maintenance et de contrôle d’espaces clos visitables tels que caisses et soutes, où peuvent se produire des émissions de monoxyde de carbone.;Asphyxie et autres dommages liés à l’excès de CO (monoxyde de carbone).;En cours;GUY.F- LE GUILLOU.R;P3;Existante;Espaces clos repérés et fermés, respect des consignes, permis de travail dangereux.;;Aucune;;;
628;306;96;601;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;20;Risque d'asphyxie;Opérations de maintenance et de contrôle d’espaces clos visitables tels que caisses et soutes, où peuvent se produire des émissions de monoxyde de carbone.;Asphyxie et autres dommages liés à l’excès de CO (monoxyde de carbone).;A planifier;GUY.F- LE GUILLOU.R;P3;A proposer;"- Acquisition d’un détecteur monogaz (monoxyde de carbone).
- Avant opérations de visite espaces clos : ventilation, contrôle des teneurs en monoxyde de carbone, balisage.
- Pendant opérations de visite espaces clos : conserver ventilation, surveillant extérieur, limitation de durée.";;12 mois;30/08/2023;;
629;307;137;602;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;21;Risque de chute d'objet;Lors de la mise à l'eau / embarquement de l'annexe (chute du matériel de contrôle embarqué).;Lésions corporelles de graves à légères.;En cours;GUY.F- LE GUILLOU.R;P3;Existante;Information, respect des consignes (se tenir en retrait de la zone de manoeuvre, sanglage et arrimage du matériel), port des EPI.;;Aucune;;;
631;308;137;384;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;21;Risque de chute d'objet;En cas de mouvements répétés et parfois violents du navire/annexe imposés par les mouvements de la mer : roulis ou tangage.;Lésions corporelles de graves à légères.;En cours;GUY.F- LE GUILLOU.R;P3;Existante;"-Utilisation des systèmes anti-roulis.
-Stockage organisé (calage, pas de charge en hauteur..)";;Aucune;;;
632;196;137;604;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;22;Risque de chute de hauteur et de plain pied;Débarquement, embarquement des canots de survie.;Lésions corporelles de graves à légères.;En cours;GUY.F- LE GUILLOU.R;P3;Existante;Opération réalisée par un prestataire.;;Aucune;;;
634;309;137;603;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;22;Risque de chute de hauteur et de plain pied;Embarquement/débarquement dans l'annexe.;Lésions corporelles de graves à légères.;En cours;GUY.F- LE GUILLOU.R;P2;Existante;Respect des consignes, port des EPI;;Aucune;;;
636;310;137;387;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;22;Risque de chute de hauteur et de plain pied;Lors de travaux d'entretien et de maintenance, rondes, déplacements à bord, contrôles à terre, arrêt technique.;Lésions corporelles de graves à légères.;En cours;GUY.F- LE GUILLOU.R;P3;Existante;"-Information, respect des consignes, port des EPI.
-Mise en place de protection au niveau de la plage arrière bâbord et à l'étrave.";;Aucune;;;
638;311;137;605;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;22;Risque de chute de hauteur et de plain pied;Travaux de mature, sur le toit de la timonerie.;Lésions corporelles de graves à légères.;En cours;GUY.F- LE GUILLOU.R;P3;Existante;Information permis de travail dangereux, respect des consignes : port des EPI de travaux en hauteur (harnais, sangle crochets...), point d'ancrages.;;Aucune;;;
639;311;137;606;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;22;Risque de chute de hauteur et de plain pied;Travaux de mature, sur le toit de la timonerie.;Lésions corporelles de graves à légères.;A contrôler;GUY.F- LE GUILLOU.R;P3;A proposer;Vérification avant et après usage des EPI travaux en hauteur et des points d’ancrages, respect des conditions de stockages de ces EPI et choix de la taille la mieux adaptée.;;Aucune;;;
640;199;137;391;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;22;Risque de chute de hauteur et de plain pied;Accès à la salle des machines ou à tout autre niveau inférieur par les échelles, risque de glissades pour cause de roulis ou de présence de gas-oil, d'huile renversés sur le sol.;Lésions corporelles de graves à légères.;En cours;GUY.F- LE GUILLOU.R;P2;Existante;"- Signalisation,
- maintient des échelles en bon état de propreté,
- port de chaussures de sécurité avec semelles antidérapantes.";;Aucune;;;
641;312;137;598;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;22;Risque de chute de hauteur et de plain pied;Intervention sur les feux de navigation (ailerons passerelle);Lésions corporelles de graves à légères.;En cours;GUY.F- LE GUILLOU.R;P3;Existante;Information, respect des consignes, port des EPI.;;Aucune;;;
642;235;137;633;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;22;Risque de chute de hauteur et de plain pied;"Embarquement / débarquement / accostage des navires contrôlés : utilisation des échelles de quai.";Lésions corporelles de graves à légères.;En cours;GUY.F- LE GUILLOU.R;P2;Existante;Information, port des EPI;;Aucune;;;
643;200;138;634;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;23;Risque de noyade;"Opération de contrôle des pêches : utilisation de l'annexe, utilisation d’échelle de quai ou accostage.";Chute à la mer : hydrocution, hypothermie, lésions cérébrales, pulmonaires, problèmes cardiaques, décès.;En cours;GUY.F- LE GUILLOU.R;P2;Existante;Respect des consignes, port de EPI.;;Aucune;;;
645;317;138;635;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;23;Risque de noyade;Lors des différentes manœuvres et opérations sur aires de manœuvres;Chute à la mer : hydrocution, hypothermie, lésions cérébrales, pulmonaires, problèmes cardiaques, décès.;En cours;GUY.F- LE GUILLOU.R;P2;Existante;Respect des consignes, ligne de vie par mauvais temps et port des EPI.;;Aucune;;;
649;203;138;400;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;23;Risque de noyade;Voie d'eau (collision, choc avec élément extérieur sur coque ou rupture de vanne).;Chute à la mer : hydrocution, hypothermie, lésions cérébrales, pulmonaires, problèmes cardiaques, décès.;En cours;GUY.F- LE GUILLOU.R;P2;Existante;Maintien en état de conformité du navire, formation du personnel de quart passerelle, respect des consignes, port des équipements individuels de sauvetage si abandon du navire, formation de l'équipage aux Techniques Individuelles de Survie ;;Aucune;;;
657;206;141;405;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;24;Risque lié à l'ambiance thermique;"- Lors du contrôle des pêches à terre, contrôle à bord, magasins de marée et GMS,
- Lors d’inspections de chambres froides ou cales réfrigérées, alternance températures extrêmes.";Engelures, gerçures liées au froid, choc thermique.;En cours;GUY.F- LE GUILLOU.R;P3;Existante;Respect des consignes, port des EPI;;Aucune;;;
659;207;71;407;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;24;Risque lié à l'ambiance thermique;"Travail en extérieur dans des conditions de températures extrêmes (hiver / été).";Engelures, gerçures, hypothermie / hyperthermie, malaise, insolation, déshydratation.;En cours;GUY.F- LE GUILLOU.R;P3;Existante;"- Ports de vêtement de travail adaptés fournis par le service: bonnet, veste, gants, casquette…
- Hydratation régulière, boissons chaudes.
- Dispositions adaptées en fonction des conditions climatiques.";;Aucune;;;
660;72;72;408;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;24;Risque lié à l'ambiance thermique;Exposition prolongée et intense au soleil (éblouissement, rayonnement solaire, réflexion sur la mer).;Cancer de la peau, brûlures, mélanomes, lésions oculaires.;En cours;GUY.F- LE GUILLOU.R;P3;Existante;Protection de la peau à l'aide de crème écran total, port d'une casquette, lunettes protection UV conformes et adaptées.;;Aucune;;;
662;208;140;410;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;24;Risque lié à l'ambiance thermique;Travail / rondes en salle des machines.;Déshydratation, coup de chaleur.;En cours;GUY.F- LE GUILLOU.R;P2;Existante;Information, limiter le temps d'exposition, ventilation de la zone, hydratation régulière.;;Aucune;;;
663;160;142;147;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;25;Risque lié à l'éclairage;Déplacements ou travail dans une zone mal éclairée.;Lésions corporelles de graves à légères et dommages liés à une chute à la mer.;En cours;GUY.F- LE GUILLOU.R;P3;Existante;Lampe de poche (frontale à privilégier) avec piles de remplacement (indispensable dans la dotation).;;Aucune;;;
664;209;143;608;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;26;Risque lié à la qualité de l'air;"Exposition aux gaz d’échappement des moteurs diesel de propulsion lors des manœuvres et patrouilles en mer.";"-Gène, affection respiratoire, maux de têtes, vomissements,
-Développement de cancer possible.";En cours;GUY.F- LE GUILLOU.R;P3;Existante;"- Information aux agents, 
- Révision périodique des moteurs,
- MPX et GE conformes à la norme IMO Tier III";;Aucune;;;
666;210;144;414;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;26;Risque lié à la qualité de l'air;Entraînement au tir.;"Inhalation de fumées toxiques et absorption de particules de plomb.";En cours;GUY.F- LE GUILLOU.R;P3;Existante;Information, respect des consignes, ventilation du local.;;Aucune;;;
669;318;76;611;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;27;Risque lié au bruit;"Environnement bruyant* lors des rondes en salle des machines..
*Au delà du seuil d'exposition sonore: quotidien (superieur à 85 dB(a)) ou niveau de pression acoustique de crête (bruit intenses mais courts).";Hypoacousie de perception par lésion cochléaire irréversible, accompagnée ou non d’acouphènes.;En cours;GUY.F- LE GUILLOU.R;P2;Existante;"- Mesure bruit hors salle des machines conformes à la résolution. A468 XII°de l'OMI réalisées lors des essais mer 02/22 (rapport n°NVS-19018-R4-A).
- Information, respect des consignes, port des EPI.
- Pictogramme de protection contre le bruit affichés sur les portes d'accès aux locaux machines.";;Aucune;;;
670;318;76;610;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;27;Risque lié au bruit;"Environnement bruyant* lors des rondes en salle des machines..
*Au delà du seuil d'exposition sonore: quotidien (superieur à 85 dB(a)) ou niveau de pression acoustique de crête (bruit intenses mais courts).";Hypoacousie de perception par lésion cochléaire irréversible, accompagnée ou non d’acouphènes.;A contrôler;GUY.F- LE GUILLOU.R;P2;A proposer;Dotation en casque anti-bruit, évaluer les besoins en protections individuelles moulées.;;Aucune;;;
671;211;76;609;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;27;Risque lié au bruit;"Environnement bruyant* lors d'entraînement au tir.
*Au delà du seuil d’ exposition sonore: quotidien (supérieur à 85 dB(a)) ou niveau de pression acoustique de crête (bruit intenses mais courts).";Hypoacousie de perception par lésion cochléaire irréversible, accompagnée ou non d’acouphènes.;En cours;GUY.F- LE GUILLOU.R;P3;Existante;Respect des consignes, port des protections auditives.;;Aucune;;;
672;212;145;417;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;28;Risque lié au travail sur écran;"Mauvaise ergonomie du poste (reflets sur écran, éclairage et siège inapproprié, écran mal placé, …) lors de ces situations :
-Travail sur écran plusieurs heures au cours de la journées pour l'exécution de tâches administratives.
-Détection, veille, quart en passerelle sur écran de navigation et radar.";"- Fatigue visuelle (maux de tête, picotements, rougeurs et lourdeur des globes oculaires, assèchement de l’œil).
- Troubles musculo-squelettiques ( poignets, nuque, épaules, région lombaire)";En cours;GUY.F- LE GUILLOU.R;P3;Existante;Pauses régulières, alternance des tâches.;;Aucune;;;
673;212;145;612;5. NAVIRE DCS;PATROUILLEUR GYPTIS;Secteur d'intervention du navire et de son équipage;28;Risque lié au travail sur écran;"Mauvaise ergonomie du poste (reflets sur écran, éclairage et siège inapproprié, écran mal placé, …) lors de ces situations :
-Travail sur écran plusieurs heures au cours de la journées pour l'exécution de tâches administratives.
-Détection, veille, quart en passerelle sur écran de navigation et radar.";"- Fatigue visuelle (maux de tête, picotements, rougeurs et lourdeur des globes oculaires, assèchement de l’œil).
- Troubles musculo-squelettiques ( poignets, nuque, épaules, région lombaire)";A contrôler;GUY.F- LE GUILLOU.R;P3;A proposer;Etude de l'ergonomie des postes de travail sur écran au besoin.;;Aucune;;;
